"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-16","0.00","39","47","30"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-17","0.00","43","52","35"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-18","0.00","39","47","31"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-19","0.00","37","45","30"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-20","0.05","37","43","32"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-21","0.18","38","49","27"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-22","0.93","44","45","43"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-23","0.02","43","46","40"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-24","0.38","47","55","39"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-25","0.35","45","46","44"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-26","0.15","43","46","40"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-27","0.00","41","45","36"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-28","0.00","33","39","27"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-29","0.43","28","33","24"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-11-30","0.00","34","37","31"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-01","0.00","26","30","22"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-02","0.00","27","36","18"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-03","0.00","35","41","28"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-04","0.00","31","39","23"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-05","0.00","30","36","23"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-06","0.00","33","36","31"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-07","0.31","38","42","34"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-08","0.23","39","40","37"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-09","0.28","38","41","36"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-10","0.39","42","45","40"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-11","0.03","42","44","39"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-12","0.00","37","43","31"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-13","0.02","35","37","33"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-14","0.00","36","42","29"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-15","0.00","35","40","29"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-16","0.00","33","36","29"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-17","0.16","34","36","32"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-18","0.12","27","32","21"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-19","0.67","16","18","15"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-20","0.16","17","18","16"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-21","0.00","15","20","9"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-22","0.00","15","19","10"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-23","1.42","27","37","16"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-24","1.26","39","46","32"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-25","1.16","47","53","41"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-26","0.49","46","53","39"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-27","1.82","47","51","43"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-28","0.09","42","44","39"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-29","0.64","39","43","36"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-30","0.94","43","48","38"
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","49.2833","-122.8833","130.0","2022-12-31","0.06","44","46","41"
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-01-29","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-01-30","0.70",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-01-31","1.03",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-01","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-02","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-03","0.21",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-04","0.65",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-08","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-09","0.33",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-10","0.06",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-11","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-12","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-13","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-14","0.14",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-15","0.01",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-16","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-17","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-18","0.07",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-21",,,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-22","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-23","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-02-24","0.04",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-01","0.28",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-02","0.59",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-03","0.28",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-07","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-10","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-12","0.86",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-13","0.24",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-14","1.28",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-15","1.66",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-17","0.28",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-18","0.67",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-21",,,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-22","0.38",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-23","0.28",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-24","0.29",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-25","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-28",,,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-29","0.04",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-30","0.19",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-03-31","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-04-01","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-04-02","0.20",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-04-03","0.47",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-04-04","2.37",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-04-05","0.39",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-04-06","0.01",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-04-08","0.24",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-04-09","0.12",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-04-10","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-04-11","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-04-12","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-04","0.46",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-05","0.06",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-06","0.99",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-07","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-08","0.42",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-10",,,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-12","0.10",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-13","1.17",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-14","0.08",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-15","0.11",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-16","1.46",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-18","0.42",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-21","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-24","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-25","0.10",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-27","0.96",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-05-30","0.16",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-02","0.02",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-03","0.08",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-04","0.68",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-05","0.46",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-06","0.38",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-07","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-08","0.12",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-09","0.03",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-10","1.42",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-11","0.06",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-12","0.09",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-13","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-14","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-15","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-16","0.11",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-17","0.03",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-18","0.23",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-20","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-22","0.09",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-24","0.09",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-28","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-29","0.04",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-06-30","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-07-01","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-07-03","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-07-04","0.51",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-07-05","0.07",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-07-06","0.05",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-07-07","0.52",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-07-11","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-07-14","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-07-16","0.09",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-07-17","0.26",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-07-18","0.07",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-08-04","0.95",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-09-16","0.16",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-09-21","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-10-21","0.06",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-10-22","0.09",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-10-23","0.02",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-10-24","1.22",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-10-25","0.31",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-10-26","1.45",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-10-27","0.87",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-10-28","2.10",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-10-29","0.02",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-10-30","1.03",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-10-31","2.17",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-01","0.15",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-03","0.02",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-04","2.04",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-05","0.67",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-06","0.46",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-07","0.52",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-08","0.10",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-09","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-10","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-14",,,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-15","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-22","0.33",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-23","0.65",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-24","0.03",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-25","0.59",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-26","0.09",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-27","0.75",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-28","0.09",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-11-30","0.94",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-02","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-03","0.02",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-04","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-06","0.04",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-07","0.04",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-08","0.35",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-09","0.21",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-10","0.70",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-11","0.31",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-12","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-13","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-17","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-20",,,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-21","0.02",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-22","0.00",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-23","0.36",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-24","1.91",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-25","2.06",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-26","1.60",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-27","0.64",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-28","1.92",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-29","0.04",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-30","0.77",,,
"CA1BC000114","LYNN VALLEY 0.8 W, BC CA","49.34205","-123.043269","161.8","2022-12-31","0.78",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-01","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-02","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-03","0.07",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-04","0.23",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-05","0.17",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-06","0.48",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-07","0.91",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-08","0.02",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-09","0.14",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-10","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-11","0.25",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-12","1.14",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-13","0.93",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-14","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-15","0.09",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-16","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-17","0.03",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-18","0.36",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-19","0.06",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-20","1.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-21","0.04",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-22","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-23","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-24","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-25","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-26","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-27","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-28","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-29","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-30","0.39",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-01-31","0.46",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-02-01","0.00",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-02-02","0.20",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-02-03","0.37",,,
"USC00450729","BLAINE, WA US","48.99459","-122.76205","5.2","2022-02-04","0.03",,,
